path_id,path_name,gene_name,description
hsa05202,Transcriptional misregulation in cancer,MET,"MET proto-oncogene, receptor tyrosine kinase [KO:K05099] [EC:2.7.10.1]"
hsa05202,Transcriptional misregulation in cancer,GADD45G,growth arrest and DNA damage inducible gamma [KO:K04402]
hsa05202,Transcriptional misregulation in cancer,GADD45A,growth arrest and DNA damage inducible alpha [KO:K04402]
hsa05202,Transcriptional misregulation in cancer,GADD45B,growth arrest and DNA damage inducible beta [KO:K04402]
hsa05202,Transcriptional misregulation in cancer,BAX,"BCL2 associated X, apoptosis regulator [KO:K02159]"
hsa05202,Transcriptional misregulation in cancer,BAK1,BCL2 antagonist/killer 1 [KO:K14021]
hsa05202,Transcriptional misregulation in cancer,DDB2,damage specific DNA binding protein 2 [KO:K10140]
hsa05202,Transcriptional misregulation in cancer,POLK,DNA polymerase kappa [KO:K03511] [EC:2.7.7.7]
hsa05206,MicroRNAs in cancer,MIR17,microRNA 17 [KO:K17002]
hsa05206,MicroRNAs in cancer,MIR18A,microRNA 18a [KO:K17003]
hsa05206,MicroRNAs in cancer,MIR19A,microRNA 19a [KO:K17005]
hsa05206,MicroRNAs in cancer,MIR19B1,microRNA 19b-1 [KO:K23559]
hsa05206,MicroRNAs in cancer,MIR19B2,microRNA 19b-2 [KO:K23559]
hsa05206,MicroRNAs in cancer,MIR20A,microRNA 20a [KO:K17006]
hsa05206,MicroRNAs in cancer,MIR92A1,microRNA 92a-1 [KO:K17008]
hsa05206,MicroRNAs in cancer,MIR92A2,microRNA 92a-2 [KO:K17008]
hsa05206,MicroRNAs in cancer,PTEN,phosphatase and tensin homolog [KO:K01110] [EC:3.1.3.16 3.1.3.48 3.1.3.67]
hsa05206,MicroRNAs in cancer,MIR221,microRNA 221 [KO:K17010]
hsa05206,MicroRNAs in cancer,MIR222,microRNA 222 [KO:K17011]
hsa05206,MicroRNAs in cancer,CDKN1B,cyclin dependent kinase inhibitor 1B [KO:K06624]
hsa05206,MicroRNAs in cancer,MIR21,microRNA 21 [KO:K16863]
hsa05206,MicroRNAs in cancer,TIMP3,TIMP metallopeptidase inhibitor 3 [KO:K16866]
hsa05206,MicroRNAs in cancer,MIRLET7A1,microRNA let-7a-1 [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7A2,microRNA let-7a-2 [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7A3,microRNA let-7a-3 [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7B,microRNA let-7b [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7D,microRNA let-7d [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7E,microRNA let-7e [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7F1,microRNA let-7f-1 [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7F2,microRNA let-7f-2 [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7G,microRNA let-7g [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7I,microRNA let-7i [KO:K16980]
hsa05206,MicroRNAs in cancer,MIRLET7C,microRNA let-7c [KO:K17397]
hsa05206,MicroRNAs in cancer,KRAS,"KRAS proto-oncogene, GTPase [KO:K07827]"
hsa05206,MicroRNAs in cancer,CDK6,cyclin dependent kinase 6 [KO:K02091] [EC:2.7.11.22]
hsa05206,MicroRNAs in cancer,CDC25A,cell division cycle 25A [KO:K06645] [EC:3.1.3.48]
hsa05206,MicroRNAs in cancer,CDC25B,cell division cycle 25B [KO:K05866] [EC:3.1.3.48]
hsa05206,MicroRNAs in cancer,CDC25C,cell division cycle 25C [KO:K05867] [EC:3.1.3.48]
hsa05206,MicroRNAs in cancer,HMGA2,high mobility group AT-hook 2 [KO:K09283]
hsa05206,MicroRNAs in cancer,MIR107,microRNA 107 [KO:K17396]
hsa05206,MicroRNAs in cancer,MIR15A,microRNA 15a [KO:K16986]
hsa05206,MicroRNAs in cancer,MIR15B,microRNA 15b [KO:K16987]
hsa05206,MicroRNAs in cancer,MIR16-1,microRNA 16-1 [KO:K16988]
hsa05206,MicroRNAs in cancer,MIR16-2,microRNA 16-2 [KO:K16988]
hsa05206,MicroRNAs in cancer,CCND1,cyclin D1 [KO:K04503]
hsa05206,MicroRNAs in cancer,CCND2,cyclin D2 [KO:K10151]
hsa05206,MicroRNAs in cancer,CCNE1,cyclin E1 [KO:K06626]
hsa05206,MicroRNAs in cancer,CCNE2,cyclin E2 [KO:K06626]
hsa05206,MicroRNAs in cancer,MIR126,microRNA 126 [KO:K16978]
hsa05206,MicroRNAs in cancer,CRK,"CRK proto-oncogene, adaptor protein [KO:K04438]"
hsa05206,MicroRNAs in cancer,CRKL,"CRK like proto-oncogene, adaptor protein [KO:K04438]"
hsa05206,MicroRNAs in cancer,MIR1-1,microRNA 1-1 [KO:K16972]
hsa05206,MicroRNAs in cancer,MIR1-2,microRNA 1-2 [KO:K16972]
hsa05206,MicroRNAs in cancer,HDAC5,histone deacetylase 5 [KO:K11406] [EC:3.5.1.98]
hsa05206,MicroRNAs in cancer,HDAC4,histone deacetylase 4 [KO:K11406] [EC:3.5.1.98]
hsa05206,MicroRNAs in cancer,FOXP1,forkhead box P1 [KO:K23582]
hsa05206,MicroRNAs in cancer,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase [KO:K04702] [EC:2.7.11.1]"
hsa05206,MicroRNAs in cancer,MET,"MET proto-oncogene, receptor tyrosine kinase [KO:K05099] [EC:2.7.10.1]"
hsa05206,MicroRNAs in cancer,MIR29A,microRNA 29a [KO:K16995]
hsa05206,MicroRNAs in cancer,MIR29B1,microRNA 29b-1 [KO:K16996]
hsa05206,MicroRNAs in cancer,MIR29B2,microRNA 29b-2 [KO:K16996]
hsa05206,MicroRNAs in cancer,MIR29C,microRNA 29c [KO:K16997]
hsa05206,MicroRNAs in cancer,DNMT3A,DNA methyltransferase 3 alpha [KO:K17398] [EC:2.1.1.37]
hsa05206,MicroRNAs in cancer,DNMT3B,DNA methyltransferase 3 beta [KO:K17399] [EC:2.1.1.37]
hsa05206,MicroRNAs in cancer,MIR133A1,microRNA 133a-1 [KO:K16970]
hsa05206,MicroRNAs in cancer,MIR133A2,microRNA 133a-2 [KO:K16970]
hsa05206,MicroRNAs in cancer,MIR133B,microRNA 133b [KO:K16971]
hsa05206,MicroRNAs in cancer,MCL1,"MCL1 apoptosis regulator, BCL2 family member [KO:K02539]"
hsa05206,MicroRNAs in cancer,BCL2L2,BCL2 like 2 [KO:K02163]
hsa05206,MicroRNAs in cancer,MIR145,microRNA 145 [KO:K16974]
hsa05206,MicroRNAs in cancer,EGFR,epidermal growth factor receptor [KO:K04361] [EC:2.7.10.1]
hsa05206,MicroRNAs in cancer,VEGFA,vascular endothelial growth factor A [KO:K05448]
hsa05206,MicroRNAs in cancer,MIR200C,microRNA 200c [KO:K17017]
hsa05206,MicroRNAs in cancer,ZEB1,zinc finger E-box binding homeobox 1 [KO:K09299]
hsa05206,MicroRNAs in cancer,MIR141,microRNA 141 [KO:K17018]
hsa05206,MicroRNAs in cancer,TGFB2,transforming growth factor beta 2 [KO:K13376]
hsa05206,MicroRNAs in cancer,MIR183,microRNA 183 [KO:K17116]
hsa05206,MicroRNAs in cancer,EZR,ezrin [KO:K08007]
hsa05206,MicroRNAs in cancer,MIR125A,microRNA 125a [KO:K16993]
hsa05206,MicroRNAs in cancer,MIR125B1,microRNA 125b-1 [KO:K16994]
hsa05206,MicroRNAs in cancer,MIR125B2,microRNA 125b-2 [KO:K16994]
hsa05206,MicroRNAs in cancer,PDCD4,programmed cell death 4 [KO:K16865]
hsa05206,MicroRNAs in cancer,MIR143,microRNA 143 [KO:K17023]
hsa05206,MicroRNAs in cancer,MIR192,microRNA 192 [KO:K17131]
hsa05206,MicroRNAs in cancer,MIR194-1,microRNA 194-1 [KO:K17371]
hsa05206,MicroRNAs in cancer,MIR194-2,microRNA 194-2 [KO:K17371]
hsa05206,MicroRNAs in cancer,CREBBP,CREB binding protein [KO:K04498] [EC:2.3.1.48]
hsa05206,MicroRNAs in cancer,EP300,E1A binding protein p300 [KO:K04498] [EC:2.3.1.48]
hsa05206,MicroRNAs in cancer,MIR215,microRNA 215 [KO:K17167]
hsa05206,MicroRNAs in cancer,MIR28,microRNA 28 [KO:K17366]
hsa05206,MicroRNAs in cancer,MIR30A,microRNA 30a [KO:K17110]
hsa05206,MicroRNAs in cancer,MIR30D,microRNA 30d [KO:K17110]
hsa05206,MicroRNAs in cancer,MIR30E,microRNA 30e [KO:K17110]
hsa05206,MicroRNAs in cancer,MIR30B,microRNA 30b [KO:K17111]
hsa05206,MicroRNAs in cancer,MIR30C1,microRNA 30c-1 [KO:K17040]
hsa05206,MicroRNAs in cancer,MIR30C2,microRNA 30c-2 [KO:K17040]
hsa05206,MicroRNAs in cancer,TPM1,tropomyosin 1 [KO:K10373]
hsa05206,MicroRNAs in cancer,SPRY2,sprouty RTK signaling antagonist 2 [KO:K17383]
hsa05206,MicroRNAs in cancer,BCL2,BCL2 apoptosis regulator [KO:K02161]
hsa05206,MicroRNAs in cancer,SERPINB5,serpin family B member 5 [KO:K10139]
hsa05206,MicroRNAs in cancer,MIR155,microRNA 155 [KO:K17009]
hsa05206,MicroRNAs in cancer,MIR203B,microRNA 203b [KO:K16975]
hsa05206,MicroRNAs in cancer,MIR203A,microRNA 203a [KO:K16975]
hsa05206,MicroRNAs in cancer,MIR205,microRNA 205 [KO:K17150]
hsa05206,MicroRNAs in cancer,MIR27A,microRNA 27a [KO:K17112]
hsa05206,MicroRNAs in cancer,MIR27B,microRNA 27b [KO:K17113]
hsa05206,MicroRNAs in cancer,ST14,ST14 transmembrane serine protease matriptase [KO:K08670] [EC:3.4.21.109]
hsa05206,MicroRNAs in cancer,CYP1B1,cytochrome P450 family 1 subfamily B member 1 [KO:K07410] [EC:1.14.14.1]
hsa05206,MicroRNAs in cancer,MIR31,microRNA 31 [KO:K17183]
hsa05206,MicroRNAs in cancer,MIR99A,microRNA 99a [KO:K17367]
hsa05206,MicroRNAs in cancer,MIR100,microRNA 100 [KO:K17041]
hsa05206,MicroRNAs in cancer,MTOR,mechanistic target of rapamycin kinase [KO:K07203] [EC:2.7.11.1]
hsa05206,MicroRNAs in cancer,RPTOR,regulatory associated protein of MTOR complex 1 [KO:K07204]
hsa05206,MicroRNAs in cancer,CYP24A1,cytochrome P450 family 24 subfamily A member 1 [KO:K07436] [EC:1.14.15.16]
hsa05206,MicroRNAs in cancer,ERBB2,erb-b2 receptor tyrosine kinase 2 [KO:K05083] [EC:2.7.10.1]
hsa05206,MicroRNAs in cancer,ERBB3,erb-b2 receptor tyrosine kinase 3 [KO:K05084] [EC:2.7.10.1]
hsa05206,MicroRNAs in cancer,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase [KO:K06619] [EC:2.7.10.2]"
hsa05206,MicroRNAs in cancer,TP63,tumor protein p63 [KO:K10149]
hsa05206,MicroRNAs in cancer,ZEB2,zinc finger E-box binding homeobox 2 [KO:K23560]
hsa05206,MicroRNAs in cancer,FSCN1,fascin actin-bundling protein 1 [KO:K23551]
hsa05206,MicroRNAs in cancer,MIR375,microRNA 375 [KO:K16976]
hsa05206,MicroRNAs in cancer,MIR602,microRNA 602 [KO:K17379]
hsa05206,MicroRNAs in cancer,RASSF1,Ras association domain family member 1 [KO:K09850]
hsa05206,MicroRNAs in cancer,MIR10B,microRNA 10b [KO:K17393]
hsa05206,MicroRNAs in cancer,HOXD10,homeobox D10 [KO:K09295]
hsa05206,MicroRNAs in cancer,DDIT4,DNA damage inducible transcript 4 [KO:K08270]
hsa05206,MicroRNAs in cancer,BMF,Bcl2 modifying factor [KO:K17460]
hsa05206,MicroRNAs in cancer,MIR224,microRNA 224 [KO:K17042]
hsa05206,MicroRNAs in cancer,PAK4,p21 (RAC1) activated kinase 4 [KO:K05734] [EC:2.7.11.1]
hsa05206,MicroRNAs in cancer,MMP9,matrix metallopeptidase 9 [KO:K01403] [EC:3.4.24.35]
hsa05206,MicroRNAs in cancer,MIR363,microRNA 363 [KO:K17036]
hsa05206,MicroRNAs in cancer,MIR494,microRNA 494 [KO:K17378]
hsa05206,MicroRNAs in cancer,MIR615,microRNA 615 [KO:K17380]
hsa05206,MicroRNAs in cancer,MIR625,microRNA 625 [KO:K17381]
hsa05206,MicroRNAs in cancer,MIR25,microRNA 25 [KO:K17038]
hsa05206,MicroRNAs in cancer,MIR34A,microRNA 34a [KO:K16982]
hsa05206,MicroRNAs in cancer,MIR96,microRNA 96 [KO:K17114]
hsa05206,MicroRNAs in cancer,MIR10A,microRNA 10a [KO:K16864]
hsa05206,MicroRNAs in cancer,MIR23A,microRNA 23a [KO:K17165]
hsa05206,MicroRNAs in cancer,MIR23B,microRNA 23b [KO:K17394]
hsa05206,MicroRNAs in cancer,MIR23C,microRNA 23c [KO:K17395]
hsa05206,MicroRNAs in cancer,MIR122,microRNA 122 [KO:K17020]
hsa05206,MicroRNAs in cancer,SLC7A1,solute carrier family 7 member 1 [KO:K13863]
hsa05206,MicroRNAs in cancer,CCNG1,cyclin G1 [KO:K10145]
hsa05206,MicroRNAs in cancer,HMOX1,heme oxygenase 1 [KO:K00510] [EC:1.14.14.18]
hsa05206,MicroRNAs in cancer,MIR150,microRNA 150 [KO:K17024]
hsa05206,MicroRNAs in cancer,MIR223,microRNA 223 [KO:K17001]
hsa05206,MicroRNAs in cancer,STMN1,stathmin 1 [KO:K04381]
hsa05206,MicroRNAs in cancer,MIR342,microRNA 342 [KO:K17132]
hsa05206,MicroRNAs in cancer,MIR423,microRNA 423 [KO:K17376]
hsa05206,MicroRNAs in cancer,STAT3,signal transducer and activator of transcription 3 [KO:K04692]
hsa05206,MicroRNAs in cancer,MYC,"MYC proto-oncogene, bHLH transcription factor [KO:K04377]"
hsa05206,MicroRNAs in cancer,CASP3,caspase 3 [KO:K02187] [EC:3.4.22.56]
hsa05206,MicroRNAs in cancer,HRAS,"HRas proto-oncogene, GTPase [KO:K02833]"
hsa05206,MicroRNAs in cancer,NRAS,"NRAS proto-oncogene, GTPase [KO:K07828]"
hsa05206,MicroRNAs in cancer,MIR199B,microRNA 199b [KO:K17119]
hsa05206,MicroRNAs in cancer,MIR324,microRNA 324 [KO:K17152]
hsa05206,MicroRNAs in cancer,MIR483,microRNA 483 [KO:K17137]
hsa05206,MicroRNAs in cancer,MIR26A1,microRNA 26a-1 [KO:K16984]
hsa05206,MicroRNAs in cancer,MIR26A2,microRNA 26a-2 [KO:K16984]
hsa05206,MicroRNAs in cancer,MIR26B,microRNA 26b [KO:K16985]
hsa05206,MicroRNAs in cancer,MIR152,microRNA 152 [KO:K17370]
hsa05206,MicroRNAs in cancer,DNMT1,DNA methyltransferase 1 [KO:K00558] [EC:2.1.1.37]
hsa05206,MicroRNAs in cancer,MIR135A1,microRNA 135a-1 [KO:K17144]
hsa05206,MicroRNAs in cancer,MIR135A2,microRNA 135a-2 [KO:K17144]
hsa05206,MicroRNAs in cancer,MIR135B,microRNA 135b [KO:K17144]
hsa05206,MicroRNAs in cancer,APC2,APC regulator of WNT signaling pathway 2 [KO:K02085]
hsa05206,MicroRNAs in cancer,APC,APC regulator of WNT signaling pathway [KO:K02085]
hsa05206,MicroRNAs in cancer,IRS1,insulin receptor substrate 1 [KO:K16172]
hsa05206,MicroRNAs in cancer,P3R3URF-PIK3R3,P3R3URF-PIK3R3 readthrough [KO:K02649]
hsa05206,MicroRNAs in cancer,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [KO:K02649]
hsa05206,MicroRNAs in cancer,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2 [KO:K02649]
hsa05206,MicroRNAs in cancer,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [KO:K02649]
hsa05206,MicroRNAs in cancer,MAPK7,mitogen-activated protein kinase 7 [KO:K04464] [EC:2.7.11.24]
hsa05206,MicroRNAs in cancer,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [KO:K00922] [EC:2.7.1.153]"
hsa05206,MicroRNAs in cancer,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [KO:K00922] [EC:2.7.1.153]"
hsa05206,MicroRNAs in cancer,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [KO:K00922] [EC:2.7.1.153]"
hsa05206,MicroRNAs in cancer,MIR200A,microRNA 200a [KO:K17015]
hsa05206,MicroRNAs in cancer,MIR200B,microRNA 200b [KO:K17016]
hsa05206,MicroRNAs in cancer,HNRNPK,heterogeneous nuclear ribonucleoprotein K [KO:K12886]
hsa05206,MicroRNAs in cancer,RECK,reversion inducing cysteine rich protein with kazal motifs [KO:K17461]
hsa05206,MicroRNAs in cancer,MIR124-1,microRNA 124-1 [KO:K17126]
hsa05206,MicroRNAs in cancer,MIR124-2,microRNA 124-2 [KO:K17126]
hsa05206,MicroRNAs in cancer,MIR124-3,microRNA 124-3 [KO:K17126]
hsa05206,MicroRNAs in cancer,MIR137,microRNA 137 [KO:K17369]
hsa05206,MicroRNAs in cancer,MIR128-1,microRNA 128-1 [KO:K17130]
hsa05206,MicroRNAs in cancer,MIR128-2,microRNA 128-2 [KO:K17130]
hsa05206,MicroRNAs in cancer,E2F3,E2F transcription factor 3 [KO:K06620]
hsa05206,MicroRNAs in cancer,MIR7-1,microRNA 7-1 [KO:K17365]
hsa05206,MicroRNAs in cancer,MIR7-2,microRNA 7-2 [KO:K17365]
hsa05206,MicroRNAs in cancer,MIR7-3,microRNA 7-3 [KO:K17365]
hsa05206,MicroRNAs in cancer,IRS2,insulin receptor substrate 2 [KO:K07187]
hsa05206,MicroRNAs in cancer,MIR326,microRNA 326 [KO:K17372]
hsa05206,MicroRNAs in cancer,NOTCH1,notch receptor 1 [KO:K02599]
hsa05206,MicroRNAs in cancer,NOTCH2,notch receptor 2 [KO:K20994]
hsa05206,MicroRNAs in cancer,NOTCH3,notch receptor 3 [KO:K20995]
hsa05206,MicroRNAs in cancer,NOTCH4,notch receptor 4 [KO:K20996]
hsa05206,MicroRNAs in cancer,COMMD3-BMI1,COMMD3-BMI1 readthrough [KO:K11459]
hsa05206,MicroRNAs in cancer,BMI1,"BMI1 proto-oncogene, polycomb ring finger [KO:K11459]"
hsa05206,MicroRNAs in cancer,MIR146A,microRNA 146a [KO:K17012]
hsa05206,MicroRNAs in cancer,MMP16,matrix metallopeptidase 16 [KO:K07996] [EC:3.4.24.-]
hsa05206,MicroRNAs in cancer,MIR181A2,microRNA 181a-2 [KO:K17025]
hsa05206,MicroRNAs in cancer,MIR181A1,microRNA 181a-1 [KO:K17025]
hsa05206,MicroRNAs in cancer,MIR181B1,microRNA 181b-1 [KO:K17026]
hsa05206,MicroRNAs in cancer,MIR181B2,microRNA 181b-2 [KO:K17026]
hsa05206,MicroRNAs in cancer,MIR181C,microRNA 181c [KO:K17027]
hsa05206,MicroRNAs in cancer,MIR181D,microRNA 181d [KO:K17028]
hsa05206,MicroRNAs in cancer,ATM,ATM serine/threonine kinase [KO:K04728] [EC:2.7.11.1]
hsa05206,MicroRNAs in cancer,SOCS1,suppressor of cytokine signaling 1 [KO:K04694]
hsa05206,MicroRNAs in cancer,MIR373,microRNA 373 [KO:K17000]
hsa05206,MicroRNAs in cancer,MIR520E,microRNA 520e [KO:K17175]
hsa05206,MicroRNAs in cancer,MIR520A,microRNA 520a [KO:K17175]
hsa05206,MicroRNAs in cancer,MIR520B,microRNA 520b [KO:K17175]
hsa05206,MicroRNAs in cancer,MIR520G,microRNA 520g [KO:K17175]
hsa05206,MicroRNAs in cancer,MIR520H,microRNA 520h [KO:K17175]
hsa05206,MicroRNAs in cancer,CD44,CD44 molecule (IN blood group) [KO:K06256]
hsa05206,MicroRNAs in cancer,MIR103B1,microRNA 103b-1 [KO:K16989]
hsa05206,MicroRNAs in cancer,MIR103B2,microRNA 103b-2 [KO:K16989]
hsa05206,MicroRNAs in cancer,MIR103A1,microRNA 103a-1 [KO:K16989]
hsa05206,MicroRNAs in cancer,MIR103A2,microRNA 103a-2 [KO:K16989]
hsa05206,MicroRNAs in cancer,DICER1,"dicer 1, ribonuclease III [KO:K11592] [EC:3.1.26.-]"
hsa05206,MicroRNAs in cancer,FZD3,frizzled class receptor 3 [KO:K02329]
hsa05206,MicroRNAs in cancer,ITGA5,integrin subunit alpha 5 [KO:K06484]
hsa05206,MicroRNAs in cancer,RDX,radixin [KO:K05762]
hsa05206,MicroRNAs in cancer,RHOA,ras homolog family member A [KO:K04513]
hsa05206,MicroRNAs in cancer,MIR193B,microRNA 193b [KO:K17148]
hsa05206,MicroRNAs in cancer,PLAU,"plasminogen activator, urokinase [KO:K01348] [EC:3.4.21.73]"
hsa05206,MicroRNAs in cancer,BAK1,BCL2 antagonist/killer 1 [KO:K14021]
hsa05206,MicroRNAs in cancer,ZFPM2,"zinc finger protein, FOG family member 2 [KO:K17442]"
hsa05206,MicroRNAs in cancer,ITGB3,integrin subunit beta 3 [KO:K06493]
hsa05206,MicroRNAs in cancer,UBE2I,ubiquitin conjugating enzyme E2 I [KO:K10577]
hsa05206,MicroRNAs in cancer,MIR335,microRNA 335 [KO:K17033]
hsa05206,MicroRNAs in cancer,SOX4,SRY-box transcription factor 4 [KO:K23581]
hsa05206,MicroRNAs in cancer,TNC,tenascin C [KO:K06252]
hsa05206,MicroRNAs in cancer,TNN,tenascin N [KO:K06252]
hsa05206,MicroRNAs in cancer,TNR,tenascin R [KO:K06252]
hsa05206,MicroRNAs in cancer,TNXB,tenascin XB [KO:K06252]
hsa05206,MicroRNAs in cancer,MIR206,microRNA 206 [KO:K16973]
hsa05206,MicroRNAs in cancer,MIR451A,microRNA 451a [KO:K17172]
hsa05206,MicroRNAs in cancer,ABCB1,ATP binding cassette subfamily B member 1 [KO:K05658] [EC:7.6.2.2]
hsa05206,MicroRNAs in cancer,MIR345,microRNA 345 [KO:K17375]
hsa05206,MicroRNAs in cancer,ABCC1,ATP binding cassette subfamily C member 1 (ABCC1 blood group) [KO:K05665] [EC:7.6.2.3]
hsa05206,MicroRNAs in cancer,MIR214,microRNA 214 [KO:K17151]
hsa05206,MicroRNAs in cancer,BRCA1,BRCA1 DNA repair associated [KO:K10605] [EC:2.3.2.27]
hsa05206,MicroRNAs in cancer,MIR106B,microRNA 106b [KO:K17035]
hsa05206,MicroRNAs in cancer,CDKN1A,cyclin dependent kinase inhibitor 1A [KO:K06625]
hsa05206,MicroRNAs in cancer,MIR210,microRNA 210 [KO:K17178]
hsa05206,MicroRNAs in cancer,EFNA4-EFNA3,EFNA4-EFNA3 readthrough [KO:K05462]
hsa05206,MicroRNAs in cancer,EFNA1,ephrin A1 [KO:K05462]
hsa05206,MicroRNAs in cancer,EFNA2,ephrin A2 [KO:K05462]
hsa05206,MicroRNAs in cancer,EFNA3,ephrin A3 [KO:K05462]
hsa05206,MicroRNAs in cancer,EFNA4,ephrin A4 [KO:K05462]
hsa05206,MicroRNAs in cancer,EFNA5,ephrin A5 [KO:K05462]
hsa05206,MicroRNAs in cancer,THBS1,thrombospondin 1 [KO:K16857]
hsa05206,MicroRNAs in cancer,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1 [KO:K17391]
hsa05206,MicroRNAs in cancer,TRIM71,tripartite motif containing 71 [KO:K12035] [EC:2.3.2.27]
hsa05206,MicroRNAs in cancer,MIR34B,microRNA 34b [KO:K16983]
hsa05206,MicroRNAs in cancer,MIR34C,microRNA 34c [KO:K23572]
hsa05206,MicroRNAs in cancer,MIR9-1,microRNA 9-1 [KO:K16977]
hsa05206,MicroRNAs in cancer,MIR9-2,microRNA 9-2 [KO:K16977]
hsa05206,MicroRNAs in cancer,MIR9-3,microRNA 9-3 [KO:K16977]
hsa05206,MicroRNAs in cancer,NFKB1,nuclear factor kappa B subunit 1 [KO:K02580]
hsa05206,MicroRNAs in cancer,MIR199A1,microRNA 199a-1 [KO:K17118]
hsa05206,MicroRNAs in cancer,MIR199A2,microRNA 199a-2 [KO:K17118]
hsa05206,MicroRNAs in cancer,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta [KO:K07209] [EC:2.7.11.10]
hsa05206,MicroRNAs in cancer,PTGS2,prostaglandin-endoperoxide synthase 2 [KO:K11987] [EC:1.14.99.1]
hsa05206,MicroRNAs in cancer,MAPK1,mitogen-activated protein kinase 1 [KO:K04371] [EC:2.7.11.24]
hsa05206,MicroRNAs in cancer,MAPK3,mitogen-activated protein kinase 3 [KO:K04371] [EC:2.7.11.24]
hsa05206,MicroRNAs in cancer,PRKCA,protein kinase C alpha [KO:K02677] [EC:2.7.11.13]
hsa05206,MicroRNAs in cancer,PRKCB,protein kinase C beta [KO:K19662] [EC:2.7.11.13]
hsa05206,MicroRNAs in cancer,PRKCG,protein kinase C gamma [KO:K19663] [EC:2.7.11.13]
hsa05206,MicroRNAs in cancer,GRB2,growth factor receptor bound protein 2 [KO:K04364]
hsa05206,MicroRNAs in cancer,FGFR3,fibroblast growth factor receptor 3 [KO:K05094] [EC:2.7.10.1]
hsa05206,MicroRNAs in cancer,RPS6KA5,ribosomal protein S6 kinase A5 [KO:K04445] [EC:2.7.11.1]
hsa05206,MicroRNAs in cancer,TP53,tumor protein p53 [KO:K04451]
hsa05206,MicroRNAs in cancer,MDM2,MDM2 proto-oncogene [KO:K06643] [EC:2.3.2.27]
hsa05206,MicroRNAs in cancer,MDM4,MDM4 regulator of p53 [KO:K10127]
hsa05206,MicroRNAs in cancer,PDGFRA,platelet derived growth factor receptor alpha [KO:K04363] [EC:2.7.10.1]
hsa05206,MicroRNAs in cancer,PLCG1,phospholipase C gamma 1 [KO:K01116] [EC:3.1.4.11]
hsa05206,MicroRNAs in cancer,PLCG2,phospholipase C gamma 2 [KO:K05859] [EC:3.1.4.11]
hsa05206,MicroRNAs in cancer,MIR101-1,microRNA 101-1 [KO:K17129]
hsa05206,MicroRNAs in cancer,MIR101-2,microRNA 101-2 [KO:K17129]
hsa05206,MicroRNAs in cancer,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase [KO:K04366] [EC:2.7.11.1]"
hsa05206,MicroRNAs in cancer,MIR195,microRNA 195 [KO:K17029]
hsa05206,MicroRNAs in cancer,MAP2K1,mitogen-activated protein kinase kinase 1 [KO:K04368] [EC:2.7.12.2]
hsa05206,MicroRNAs in cancer,MAP2K2,mitogen-activated protein kinase kinase 2 [KO:K04369] [EC:2.7.12.2]
hsa05206,MicroRNAs in cancer,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1 [KO:K03099]
hsa05206,MicroRNAs in cancer,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2 [KO:K03099]
hsa05206,MicroRNAs in cancer,SHC1,SHC adaptor protein 1 [KO:K06279]
hsa05206,MicroRNAs in cancer,PDGFA,platelet derived growth factor subunit A [KO:K04359]
hsa05206,MicroRNAs in cancer,MIR129-1,microRNA 129-1 [KO:K17368]
hsa05206,MicroRNAs in cancer,MIR129-2,microRNA 129-2 [KO:K17368]
hsa05206,MicroRNAs in cancer,SHC4,SHC adaptor protein 4 [KO:K17449]
hsa05206,MicroRNAs in cancer,PDGFB,platelet derived growth factor subunit B [KO:K17386]
hsa05206,MicroRNAs in cancer,PDGFRB,platelet derived growth factor receptor beta [KO:K05089] [EC:2.7.10.1]
hsa05206,MicroRNAs in cancer,CDKN2A,cyclin dependent kinase inhibitor 2A [KO:K06621]
hsa05206,MicroRNAs in cancer,E2F1,E2F transcription factor 1 [KO:K17454]
hsa05206,MicroRNAs in cancer,E2F2,E2F transcription factor 2 [KO:K09389]
hsa05206,MicroRNAs in cancer,MIR32,microRNA 32 [KO:K17039]
